,enzyme,index_source,index_target,node_source_linear,node_target_linear
2802,B4GALT,978,1139,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
2803,B4GALT,980,1144,NNa6Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(NNa6Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa6Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(NNa6Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2804,B4GALT,980,1146,NNa6Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(NNa6Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa6Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(NNa6Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2805,B4GALT,981,1145,NNa6Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa6Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa6Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa6Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2806,B4GALT,981,1147,NNa6Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa6Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa6Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa6Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
2807,A6SIAT,982,1140,NNa6Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa6Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,NNa6Ab4GNb3Ab4GNb6(NNa6Ab4GNb2)Ma6(NNa6Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
2808,A6SIAT,983,1140,NNa6Ab4GNb3Ab4GNb6(NNa6Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,NNa6Ab4GNb3Ab4GNb6(NNa6Ab4GNb2)Ma6(NNa6Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
2809,B4GALT,984,1148,NNa6Ab4GNb3Ab4GNb6(NNa6Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa6Ab4GNb3Ab4GNb6(NNa6Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2810,B4GALT,984,1149,NNa6Ab4GNb3Ab4GNb6(NNa6Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa6Ab4GNb3Ab4GNb6(NNa6Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
2811,A6SIAT,985,1141,NNa6Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(NNa6Ab4GNb2)Ma3)Mb4GNb4GN?,NNa6Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa6Ab4GNb4(NNa6Ab4GNb2)Ma3)Mb4GNb4GN?
2812,B4GALT,985,1150,NNa6Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(NNa6Ab4GNb2)Ma3)Mb4GNb4GN?,NNa6Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(NNa6Ab4GNb2)Ma3)Mb4GNb4GN?
2813,A6SIAT,986,1141,NNa6Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa6Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,NNa6Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa6Ab4GNb4(NNa6Ab4GNb2)Ma3)Mb4GNb4GN?
2814,B4GALT,986,1151,NNa6Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa6Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,NNa6Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa6Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2815,A6SIAT,987,1142,NNa6Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(NNa6Ab4GNb2)Ma3)Mb4GNb4GN?,NNa6Ab4GNb3Ab4GNb6(NNa6Ab4GNb2)Ma6(GNb4(NNa6Ab4GNb2)Ma3)Mb4GNb4GN?
2816,B4GALT,987,1150,NNa6Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(NNa6Ab4GNb2)Ma3)Mb4GNb4GN?,NNa6Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(NNa6Ab4GNb2)Ma3)Mb4GNb4GN?
2817,A6SIAT,988,1143,NNa6Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa6Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa6Ab4GNb3Ab4GNb6(NNa6Ab4GNb2)Ma6(NNa6Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
2818,B4GALT,988,1151,NNa6Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa6Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa6Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa6Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2819,A6SIAT,989,1142,NNa6Ab4GNb3Ab4GNb6(NNa6Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,NNa6Ab4GNb3Ab4GNb6(NNa6Ab4GNb2)Ma6(GNb4(NNa6Ab4GNb2)Ma3)Mb4GNb4GN?
2820,B4GALT,989,1152,NNa6Ab4GNb3Ab4GNb6(NNa6Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,NNa6Ab4GNb3Ab4GNb6(NNa6Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2821,A6SIAT,990,1143,NNa6Ab4GNb3Ab4GNb6(NNa6Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa6Ab4GNb3Ab4GNb6(NNa6Ab4GNb2)Ma6(NNa6Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
2822,B4GALT,990,1152,NNa6Ab4GNb3Ab4GNb6(NNa6Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa6Ab4GNb3Ab4GNb6(NNa6Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2823,A6SIAT,991,1144,NNa6Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa6Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(NNa6Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2824,A6SIAT,991,1145,NNa6Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa6Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa6Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2825,B4GALT,991,1153,NNa6Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa6Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2826,A6SIAT,992,1146,NNa6Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa6Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(NNa6Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2827,A6SIAT,992,1148,NNa6Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa6Ab4GNb3Ab4GNb6(NNa6Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2828,B4GALT,992,1153,NNa6Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa6Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2829,A6SIAT,993,1147,NNa6Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa6Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa6Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
2830,A6SIAT,993,1149,NNa6Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa6Ab4GNb3Ab4GNb6(NNa6Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
2831,B4GALT,993,1153,NNa6Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa6Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2832,A6SIAT,994,1150,NNa6Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,NNa6Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(NNa6Ab4GNb2)Ma3)Mb4GNb4GN?
2833,A6SIAT,994,1151,NNa6Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,NNa6Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa6Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2834,A6SIAT,994,1152,NNa6Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,NNa6Ab4GNb3Ab4GNb6(NNa6Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2835,B4GALT,996,1158,NNa3Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2836,B4GALT,996,1160,NNa3Ab4GNb3Ab4GNb6(GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2837,B4GALT,997,1159,NNa3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2838,B4GALT,997,1161,NNa3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
2839,A3SIAT,998,1154,NNa3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
2840,A3SIAT,999,1154,NNa3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(NNa3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
2841,B4GALT,1000,1162,NNa3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2842,B4GALT,1000,1163,NNa3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
2843,A3SIAT,1001,1155,NNa3Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2844,B4GALT,1001,1164,NNa3Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2845,A3SIAT,1002,1155,NNa3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2846,B4GALT,1002,1165,NNa3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2847,A3SIAT,1003,1156,NNa3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2848,B4GALT,1003,1164,NNa3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2849,A3SIAT,1004,1157,NNa3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
2850,B4GALT,1004,1165,NNa3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2851,A3SIAT,1005,1156,NNa3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2852,B4GALT,1005,1166,NNa3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2853,A3SIAT,1006,1157,NNa3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?
2854,B4GALT,1006,1166,NNa3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2855,A3SIAT,1007,1158,NNa3Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2856,A3SIAT,1007,1159,NNa3Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2857,B4GALT,1007,1167,NNa3Ab4GNb3Ab4GNb6(GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2858,A3SIAT,1008,1160,NNa3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2859,A3SIAT,1008,1162,NNa3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2860,B4GALT,1008,1167,NNa3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2861,A3SIAT,1009,1161,NNa3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
2862,A3SIAT,1009,1163,NNa3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?
2863,B4GALT,1009,1167,NNa3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2864,A3SIAT,1010,1164,NNa3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2865,A3SIAT,1010,1165,NNa3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2866,A3SIAT,1010,1166,NNa3Ab4GNb3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?
2867,B4GALT,1011,1169,NNa3Ab4GNb6(GNb2)Ma6(NNa3Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2868,B4GALT,1012,1170,NNa3Ab4GNb6(NNa3Ab4GNb2)Ma6(GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2869,B4GALT,1013,1171,NNa3Ab4GNb6(NNa3Ab4GNb2)Ma6(NNa3Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb6(NNa3Ab4GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2870,A3SIAT,1014,1168,NNa3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb6(NNa3Ab4GNb2)Ma6(NNa3Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2871,A3SIAT,1015,1168,NNa3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb6(NNa3Ab4GNb2)Ma6(NNa3Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2872,A3SIAT,1016,1168,NNa3Ab4GNb6(NNa3Ab4GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4GN?,NNa3Ab4GNb6(NNa3Ab4GNb2)Ma6(NNa3Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4GN?
2873,A3SIAT,1017,1169,NNa3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2874,A3SIAT,1017,1170,NNa3Ab4GNb6(Ab4GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2875,A3SIAT,1018,1169,NNa3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2876,A3SIAT,1018,1171,NNa3Ab4GNb6(Ab4GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb6(NNa3Ab4GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2877,A3SIAT,1019,1170,NNa3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(NNa3Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2878,A3SIAT,1019,1171,NNa3Ab4GNb6(NNa3Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa3Ab4GNb6(NNa3Ab4GNb2)Ma6(NNa3Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2879,A6SIAT,1021,1172,NNa6Ab4GNb6(Ab4GNb2)Ma6(NNa6Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa6Ab4GNb6(NNa6Ab4GNb2)Ma6(NNa6Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2880,A6SIAT,1022,1172,NNa6Ab4GNb6(NNa6Ab4GNb2)Ma6(Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa6Ab4GNb6(NNa6Ab4GNb2)Ma6(NNa6Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2881,B4GALT,1023,1172,NNa6Ab4GNb6(NNa6Ab4GNb2)Ma6(NNa6Ab4GNb4(GNb2)Ma3)Mb4GNb4(Fa6)GN?,NNa6Ab4GNb6(NNa6Ab4GNb2)Ma6(NNa6Ab4GNb4(Ab4GNb2)Ma3)Mb4GNb4(Fa6)GN?
2882,IGNT,1024,1174,Ab4GNb3Ab4GNb2Ma6(Ab4GNb3Ab4GNb3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,GNb3Ab4GNb3Ab4GNb2Ma6(Ab4GNb3Ab4GNb3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
2883,IGNT,1025,1175,Ab4GNb3Ab4GNb3Ab4GNb2Ma6(Ab4GNb3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb3Ab4GNb3Ab4GNb2Ma6(GNb3Ab4GNb3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
2884,B4GALT,1026,1173,GNb3Ab4GNb3Ab4GNb2Ma6(Ab4GNb3Ab4GNb3Ab4GNb2Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb3Ab4GNb2Ma6(Ab4GNb3Ab4GNb3Ab4GNb2Ma3)Mb4GNb4GN?
2885,B4GALT,1027,1173,Ab4GNb3Ab4GNb3Ab4GNb2Ma6(GNb3Ab4GNb3Ab4GNb2Ma3)Mb4GNb4GN?,Ab4GNb3Ab4GNb3Ab4GNb2Ma6(Ab4GNb3Ab4GNb3Ab4GNb2Ma3)Mb4GNb4GN?
2886,B4GALT,1028,1174,GNb3Ab4GNb3Ab4GNb2Ma6(GNb3Ab4GNb3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,GNb3Ab4GNb3Ab4GNb2Ma6(Ab4GNb3Ab4GNb3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
2887,B4GALT,1028,1175,GNb3Ab4GNb3Ab4GNb2Ma6(GNb3Ab4GNb3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?,Ab4GNb3Ab4GNb3Ab4GNb2Ma6(GNb3Ab4GNb3Ab4GNb2Ma3)Mb4GNb4(Fa6)GN?
