,WT,mgat4A,mgat4A/mgat4B,mgat5,mgat4A/mgat4B/mgat5,B4GalT1,B4GalT2,B4GalT3,B4GalT4,B4GalT1/B4GalT2,B4GalT1/B4GalT3,B3gnt1,B3gnt2,st3gal3,st3gal4,st3gal6,st3gal3/st3gal4,st3gal4/st3gal6,KI_ST6GalNAc1/st3gal4/st3gal6,B3gnt2/mgat4a/mgat4b/mgat5,st3gal4/st3gal6/mgat4a/mgat4b/mgat5,KI_ST6GalNAc1/st3gal4/st3gal6/mgat4a/mgat4b/mgat5,EPO48(mgat3),EPO143(mgat4C),EPO174(mgat2),EPO200(B4galt1/B4galt2/B4galt3),EPO275(B3gnt8),EPO78(mgat4B),EPO104(mgat5B),EPO127(mgat1),EPO259(mgat2/st3gal4/st3gal6),EPO261(mgat2/mgat4A/mgat4B/mgat5),EPO263(mgat2/st3gal4/st3gal6/magt4A/mgat4B/mgat5),EPO266(fut8)
1165,0.05687670154492079,0.027260951483749414,0.06602867409014905,0.01109963861641714,0.0,0.01186365878352068,0.04774242970439797,0.08631595387458678,0.05370298565335402,0.0007680260225287634,0.0,0.022320444853465373,0.0,0.020201148184918204,0.0,0.010851834681227357,0.0,0.0,0.03414080902666706,0.0,0.0,0.0,0.05434391420139639,0.06303391617288888,0.0,0.0,0.0,0.5408328826392645,0.05784110932352716,0.0,0.0,0.0,0.0,0.0
1166,0.04952930757371995,0.027260951483749414,0.05973175851150876,0.01109963861641714,0.0,0.01186365878352068,0.046300468637346784,0.08303615586849572,0.048468398604110126,0.0007680260225287634,0.0,0.036798921567356674,0.0,0.020201148184918204,0.020594193112761644,0.010851834681227357,0.04256200981954983,0.0,0.02899351499113037,0.0,0.0,0.0,0.05434391420139639,0.05489112654040496,0.0,0.0,0.0,0.5408328826392645,0.05784110932352716,0.0,0.0,0.0,0.0,0.0
1251,0.00734739397120084,0.0,0.006296915578640292,0.0,0.0,0.0,0.0014419610670511893,0.0032797980060910534,0.005234587049243893,0.0,0.0,0.0,0.0,0.0,0.005443956785955435,0.0,0.10999171076962316,0.06070963541666667,0.005147294035536686,0.0,0.0,0.0,0.0,0.008142789632483915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019603327672068856
1296,0.627939777610129,0.5493699952896844,0.0,0.0,0.0,0.11635211962306276,0.39698990627253056,0.4235364552151392,0.7520356727413726,0.024079874706342992,0.0,0.10035126832492969,0.637847894596955,0.3897785643372038,0.0,0.015161661429626196,0.0,0.0,0.07566813039811557,0.0,0.0,0.0,0.6809184481393509,0.6959176996619288,0.0,0.0,0.6625818237174608,0.0,0.7247376082126714,0.0,0.0,0.0,0.0,0.5952387806212038
1298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020968625303184413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1301,0.627939777610129,0.5493699952896844,0.0,0.0,0.0,0.11635211962306276,0.4298846431146358,0.4850456829007992,0.7520356727413726,0.024079874706342992,0.0,0.10035126832492969,0.637847894596955,0.3897785643372038,0.0,0.018218032589845296,0.0,0.0,0.09963067438276092,0.0,0.0,0.0,0.6809184481393509,0.6959176996619288,0.0,0.0,0.6625818237174608,0.0,0.7247376082126714,0.0,0.0,0.0,0.0,0.0
1302,0.802177977498606,0.739195713612812,0.0,0.0,0.0,0.11635211962306276,0.5192411679884642,0.5833615326548143,0.7520356727413726,0.03401903499789169,0.0,0.22997057641706314,0.7238865474427613,0.5484525402512195,0.0,0.04847267295111523,0.0,0.0,0.20882891790502223,0.0,0.0,0.0,0.6809184481393509,0.6959176996619288,0.0,0.0,0.6625818237174608,0.0,0.7247376082126714,0.0,0.0,0.0,0.0,0.0
1303,0.627939777610129,0.5493699952896844,0.0,0.0,0.0,0.15768022637003196,0.39698990627253056,0.4235364552151392,0.7520356727413726,0.06999578338654297,0.003842285773227778,0.10035126832492969,0.637847894596955,0.3897785643372038,0.0,0.015161661429626196,0.0,0.0,0.07566813039811557,0.0,0.0,0.0,0.6809184481393509,0.6959176996619288,0.0,0.0,0.6625818237174608,0.0,0.7247376082126714,0.0,0.0,0.0,0.0,0.0
1305,0.04952930757371995,0.027260951483749414,0.05973175851150876,0.01109963861641714,0.0,0.01186365878352068,0.046300468637346784,0.08303615586849572,0.048468398604110126,0.0007680260225287634,0.0,0.004951457569119497,0.0,0.020201148184918204,0.0,0.004052267380964646,0.0,0.0,0.02899351499113037,0.0,0.0,0.0,0.05434391420139639,0.05489112654040496,0.0,0.0,0.0,0.5408328826392645,0.05784110932352716,0.0,0.0,0.0,0.0,0.07602406517170904
1324,0.04952930757371995,0.027260951483749414,0.0,0.0,0.0,0.01186365878352068,0.046300468637346784,0.08303615586849572,0.048468398604110126,0.0007680260225287634,0.0,0.036798921567356674,0.0,0.020201148184918204,0.020594193112761644,0.010851834681227357,0.04256200981954983,0.0,0.02899351499113037,0.0,0.0,0.0,0.05434391420139639,0.05489112654040496,0.0,0.0,0.0,0.0,0.05784110932352716,0.0,0.0,0.0,0.0,0.07602406517170904
1326,0.05687670154492079,0.027260951483749414,0.0,0.0,0.0,0.01186365878352068,0.04774242970439797,0.08631595387458678,0.05370298565335402,0.0007680260225287634,0.0,0.036798921567356674,0.0,0.020201148184918204,0.1290935178933153,0.024571163653222074,0.3428553210482689,0.27062988281250006,0.03414080902666706,0.0,0.0,0.0,0.05434391420139639,0.06303391617288888,0.0,0.0,0.0,0.0,0.05784110932352716,0.0,0.0,0.0,0.0,0.0
1327,0.05687670154492079,0.027260951483749414,0.06602867409014905,0.01109963861641714,0.0,0.01186365878352068,0.04774242970439797,0.08631595387458678,0.05370298565335402,0.0007680260225287634,0.0,0.004951457569119497,0.0,0.020201148184918204,0.0,0.004052267380964646,0.0,0.0,0.03414080902666706,0.0,0.0,0.0,0.05434391420139639,0.06303391617288888,0.0,0.0,0.0,0.5408328826392645,0.05784110932352716,0.0,0.0,0.0,0.0,0.0
1329,0.04952930757371995,0.027260951483749414,0.05973175851150876,0.01109963861641714,0.0,0.01186365878352068,0.046300468637346784,0.08303615586849572,0.048468398604110126,0.0007680260225287634,0.0,0.022320444853465373,0.0,0.020201148184918204,0.0,0.010851834681227357,0.0,0.0,0.02899351499113037,0.0,0.0,0.0,0.05434391420139639,0.05489112654040496,0.0,0.0,0.0,0.5408328826392645,0.05784110932352716,0.0,0.0,0.0,0.0,0.0
1398,0.00734739397120084,0.0,0.006296915578640292,0.0,0.0,0.0,0.0014419610670511893,0.0032797980060910534,0.005234587049243893,0.0,0.0,0.0,0.0,0.0,0.005443956785955435,0.0,0.02002167952560097,0.0,0.005147294035536686,0.0,0.0,0.0,0.0,0.008142789632483915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019603327672068856
1407,0.00734739397120084,0.0,0.006296915578640292,0.0,0.0,0.0,0.0014419610670511893,0.0032797980060910534,0.005234587049243893,0.0,0.0,0.0,0.0,0.0,0.005443956785955435,0.0,0.10999171076962316,0.06070963541666667,0.005147294035536686,0.0,0.0,0.0,0.0,0.008142789632483915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455,0.627939777610129,0.5493699952896844,0.0,0.0,0.0,0.11635211962306276,0.39698990627253056,0.4235364552151392,0.7520356727413726,0.024079874706342992,0.0,0.10035126832492969,0.637847894596955,0.3897785643372038,0.0,0.015161661429626196,0.0,0.0,0.07566813039811557,0.0,0.0,0.0,0.6809184481393509,0.6959176996619288,0.0,0.0,0.6625818237174608,0.0,0.7247376082126714,0.0,0.0,0.0,0.0,0.0
1466,0.04952930757371995,0.027260951483749414,0.0,0.0,0.0,0.01186365878352068,0.046300468637346784,0.08303615586849572,0.048468398604110126,0.0007680260225287634,0.0,0.022320444853465373,0.0,0.020201148184918204,0.0,0.010851834681227357,0.0,0.0,0.02899351499113037,0.0,0.0,0.0,0.05434391420139639,0.05489112654040496,0.0,0.0,0.0,0.0,0.05784110932352716,0.0,0.0,0.0,0.0,0.07602406517170904
1467,0.04952930757371995,0.027260951483749414,0.05973175851150876,0.01109963861641714,0.0,0.01186365878352068,0.046300468637346784,0.08303615586849572,0.048468398604110126,0.0007680260225287634,0.0,0.004951457569119497,0.0,0.020201148184918204,0.0,0.004052267380964646,0.0,0.0,0.02899351499113037,0.0,0.0,0.0,0.05434391420139639,0.05489112654040496,0.0,0.0,0.0,0.5408328826392645,0.05784110932352716,0.0,0.0,0.0,0.0,0.0
1477,0.04952930757371995,0.027260951483749414,0.0,0.0,0.0,0.01186365878352068,0.046300468637346784,0.08303615586849572,0.048468398604110126,0.0007680260225287634,0.0,0.036798921567356674,0.0,0.020201148184918204,0.020594193112761644,0.010851834681227357,0.04256200981954983,0.0,0.02899351499113037,0.0,0.0,0.0,0.05434391420139639,0.05489112654040496,0.0,0.0,0.0,0.0,0.05784110932352716,0.0,0.0,0.0,0.0,0.0
1478,0.05687670154492079,0.027260951483749414,0.0,0.0,0.0,0.01186365878352068,0.04774242970439797,0.08631595387458678,0.05370298565335402,0.0007680260225287634,0.0,0.022320444853465373,0.0,0.020201148184918204,0.0,0.010851834681227357,0.0,0.0,0.03414080902666706,0.0,0.0,0.0,0.05434391420139639,0.06303391617288888,0.0,0.0,0.0,0.0,0.05784110932352716,0.0,0.0,0.0,0.0,0.0
1479,0.24305441663659919,0.22771431935939707,0.0,0.0,0.0,0.06253731730744269,0.15683579668348951,0.13842829997136685,0.48468398604110124,0.0073640142160110835,0.0,0.01637091861203645,0.3796939666628698,0.153753183407433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26668106240552797,0.26936638918172234,0.0,0.0,0.28200639366722485,0.0,0.2838427947598253,0.0,0.0,0.0,0.0,0.28786090561040906
1520,0.00734739397120084,0.0,0.006296915578640292,0.0,0.0,0.0,0.0014419610670511893,0.0032797980060910534,0.005234587049243893,0.0,0.0,0.0,0.0,0.0,0.005443956785955435,0.0,0.02002167952560097,0.0,0.005147294035536686,0.0,0.0,0.0,0.0,0.008142789632483915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1535,0.00734739397120084,0.0,0.0,0.0,0.0,0.0,0.0014419610670511893,0.0032797980060910534,0.005234587049243893,0.0,0.0,0.0,0.0,0.0,0.005443956785955435,0.0,0.10999171076962316,0.06070963541666667,0.005147294035536686,0.0,0.0,0.0,0.0,0.008142789632483915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019603327672068856
1568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003677333541976371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1571,0.05687670154492079,0.027260951483749414,0.0,0.0,0.0,0.01186365878352068,0.014847692862292717,0.024806726188926778,0.05370298565335402,0.0007680260225287634,0.0,0.004951457569119497,0.0,0.020201148184918204,0.0,0.0009958962207455486,0.0,0.0,0.010178265042021696,0.0,0.0,0.0,0.05434391420139639,0.06303391617288888,0.0,0.0,0.0,0.0,0.05784110932352716,0.0,0.0,0.0,0.0,0.09562739284377789
1572,0.04952930757371995,0.027260951483749414,0.0,0.0,0.0,0.01186365878352068,0.046300468637346784,0.08303615586849572,0.048468398604110126,0.0007680260225287634,0.0,0.004951457569119497,0.0,0.020201148184918204,0.0,0.004052267380964646,0.0,0.0,0.02899351499113037,0.0,0.0,0.0,0.05434391420139639,0.05489112654040496,0.0,0.0,0.0,0.0,0.05784110932352716,0.0,0.0,0.0,0.0,0.07602406517170904
1578,0.05687670154492079,0.027260951483749414,0.0,0.0,0.0,0.01186365878352068,0.04774242970439797,0.08631595387458678,0.05370298565335402,0.0007680260225287634,0.0,0.004951457569119497,0.0,0.020201148184918204,0.0,0.004052267380964646,0.0,0.0,0.03414080902666706,0.0,0.0,0.0,0.05434391420139639,0.06303391617288888,0.0,0.0,0.0,0.0,0.05784110932352716,0.0,0.0,0.0,0.0,0.0
1579,0.04952930757371995,0.027260951483749414,0.0,0.0,0.0,0.01186365878352068,0.046300468637346784,0.08303615586849572,0.048468398604110126,0.0007680260225287634,0.0,0.022320444853465373,0.0,0.020201148184918204,0.0,0.010851834681227357,0.0,0.0,0.02899351499113037,0.0,0.0,0.0,0.05434391420139639,0.05489112654040496,0.0,0.0,0.0,0.0,0.05784110932352716,0.0,0.0,0.0,0.0,0.0
1584,0.00734739397120084,0.0,0.006296915578640292,0.0,0.0,0.0,0.0014419610670511893,0.0032797980060910534,0.005234587049243893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005147294035536686,0.0,0.0,0.0,0.0,0.008142789632483915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019603327672068856
1617,0.00734739397120084,0.0,0.0,0.0,0.0,0.0,0.0014419610670511893,0.0032797980060910534,0.005234587049243893,0.0,0.0,0.0,0.0,0.0,0.005443956785955435,0.0,0.02002167952560097,0.0,0.005147294035536686,0.0,0.0,0.0,0.0,0.008142789632483915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019603327672068856
1618,0.00734739397120084,0.0,0.0,0.0,0.0,0.0,0.0014419610670511893,0.0032797980060910534,0.005234587049243893,0.0,0.0,0.0,0.0,0.0,0.005443956785955435,0.0,0.10999171076962316,0.06070963541666667,0.005147294035536686,0.0,0.0,0.0,0.0,0.008142789632483915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640,0.24305441663659919,0.22771431935939707,0.0,0.0,0.0,0.06253731730744269,0.15683579668348951,0.13842829997136685,0.48468398604110124,0.0073640142160110835,0.0,0.01637091861203645,0.3796939666628698,0.153753183407433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26668106240552797,0.26936638918172234,0.0,0.0,0.28200639366722485,0.0,0.2838427947598253,0.0,0.0,0.0,0.0,0.0
1641,0.04952930757371995,0.027260951483749414,0.0,0.0,0.0,0.01186365878352068,0.013405731795241528,0.021526928182835726,0.048468398604110126,0.0007680260225287634,0.0,0.004951457569119497,0.0,0.020201148184918204,0.0,0.0009958962207455486,0.0,0.0,0.00503097100648501,0.0,0.0,0.0,0.05434391420139639,0.05489112654040496,0.0,0.0,0.0,0.0,0.05784110932352716,0.0,0.0,0.0,0.0,0.07602406517170904
1643,0.05687670154492079,0.027260951483749414,0.0,0.0,0.0,0.01186365878352068,0.014847692862292717,0.024806726188926778,0.05370298565335402,0.0007680260225287634,0.0,0.004951457569119497,0.0,0.020201148184918204,0.0,0.0009958962207455486,0.0,0.0,0.010178265042021696,0.0,0.0,0.0,0.05434391420139639,0.06303391617288888,0.0,0.0,0.0,0.0,0.05784110932352716,0.0,0.0,0.0,0.0,0.0
1644,0.04952930757371995,0.027260951483749414,0.0,0.0,0.0,0.01186365878352068,0.046300468637346784,0.08303615586849572,0.048468398604110126,0.0007680260225287634,0.0,0.004951457569119497,0.0,0.020201148184918204,0.0,0.004052267380964646,0.0,0.0,0.02899351499113037,0.0,0.0,0.0,0.05434391420139639,0.05489112654040496,0.0,0.0,0.0,0.0,0.05784110932352716,0.0,0.0,0.0,0.0,0.0
1647,0.00734739397120084,0.0,0.006296915578640292,0.0,0.0,0.0,0.0014419610670511893,0.0032797980060910534,0.005234587049243893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005147294035536686,0.0,0.0,0.0,0.0,0.008142789632483915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1667,0.00734739397120084,0.0,0.0,0.0,0.0,0.0,0.0014419610670511893,0.0032797980060910534,0.005234587049243893,0.0,0.0,0.0,0.0,0.0,0.005443956785955435,0.0,0.02002167952560097,0.0,0.005147294035536686,0.0,0.0,0.0,0.0,0.008142789632483915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1679,0.04952930757371995,0.027260951483749414,0.0,0.0,0.0,0.01186365878352068,0.013405731795241528,0.021526928182835726,0.048468398604110126,0.0007680260225287634,0.0,0.004951457569119497,0.0,0.020201148184918204,0.0,0.0009958962207455486,0.0,0.0,0.00503097100648501,0.0,0.0,0.0,0.05434391420139639,0.05489112654040496,0.0,0.0,0.0,0.0,0.05784110932352716,0.0,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011413632595804375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1695,0.00734739397120084,0.0,0.0,0.0,0.0,0.0,0.0014419610670511893,0.0032797980060910534,0.005234587049243893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005147294035536686,0.0,0.0,0.0,0.0,0.008142789632483915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019603327672068856
1699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025505324236434358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,0.00734739397120084,0.0,0.0,0.0,0.0,0.0,0.0014419610670511893,0.0032797980060910534,0.005234587049243893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005147294035536686,0.0,0.0,0.0,0.0,0.008142789632483915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
