Name,Composition [a],Supposed structures [a],P1TS [b],P1TI,P3TS,P2TS,P4TS,P4TI,P6TA-FS,P6TA-FG,P6TA-AS,P6TA-AG,P5TA-AS,P5TA-AG,P7TA-AS,P7TA-AG,P8H,P9H,P10H
1609-4,Hex3HexNAc4dHex2,Gal(Fuc)GlcNAcβ1-3(Fucα1-2Galβ1-4GlcNAcβ1-6)Galβ1-3(GlcNAcβ1-6)GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
1609-5,Hex3HexNAc4dHex2,GalNAcα1-3(Fucα1-2)Gal-GlcNAc-Galβ1-3(Fucα1-2Galβ1-4GlcNAcβ1-6)GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0
1609-6,Hex3HexNAc4dHex2,GalNAcα1-3(Fucα1-2)Galβ1-3(Fucα1-2Gal-GlcNAc-Gal-GlcNAcβ1-6)GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
1609-7,Hex3HexNAc4dHex2,Fucα1-2Gal-GlcNAc-Galβ1-3[GalNAcα1-3(Fucα1-2)Galβ1-4GlcNAcβ1-6]GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
1625-1,Hex4HexNAc4dHex1,Gal-GlcNAc-Galβ1-3[Gal(Fuc)GlcNAc-Gal-GlcNAcβ1-6]GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1625-2,Hex4HexNAc4dHex1,Gal(Fuc)GlcNAcβ1-3(Gal-GlcNAcβ1-6)Galβ1-3(Gal-GlcNAcβ1-6)GalNAcol,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
1650,Hex2HexNAc5dHex2,GalNAcα1-3(Fucα1-2)Gal-GlcNAcβ1-3[GalNAcα1-3(Fucα1-2)Gal-GlcNAcβ1-6]GalNAcol,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1666-1,Hex3HexNAc5dHex1,Gal(Fuc)GlcNAc(GlcNAc)Galβ1-3(HexNAc-Gal-GlcNAcβ1-6)GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0
1666-2,Hex3HexNAc5dHex1,Gal(Fuc)GlcNAc(GlcNAc)Galβ1-3(HexNAc-Gal-GlcNAcβ1-6)GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0
1666-3,Hex3HexNAc5dHex1,(Fucα1-2Gal)+(HexNAc-Gal)+GlcNAcβ1-3(GlcNAcβ1-6)Galβ1-3(GlcNAcβ1-6)GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
1666-4,Hex3HexNAc5dHex1,GalNAcβ1-4GlcNAcβ1-3(Galβ1-4GlcNAcβ1-6)Galβ1-3(Fucα1-2Galβ1-4GlcNAcβ1-6)GalNAcol,0.2,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1682,Hex4HexNAc5,HexNAc+Galβ1-4GlcNAcβ1-3(Galβ1-4GlcNAcβ1-6)Galβ1-3(Galβ1-4GlcNAcβ1-6)GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0
1697-1,NeuAc1Hex3HexNAc3dHex2,NeuAcα2-3Gal(Fuc)GlcNAcβ1-3Galβ1-3[Gal(Fuc)GlNAcβ1-6]GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4
1697-2,NeuAc1Hex3HexNAc3dHex2,Fucα1-2Gal(Fuc)GlcNAc-Galβ1-3(NeuAcα2-3Galβ1-4GlcNAcβ1-6)GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
1697-3,NeuAc1Hex3HexNAc3dHex2,NeuAcα2-3Galβ1-3[Fucα1-2Galβ1-4GlcNAcβ1-3(Fucα1-2)Galβ1-4GlcNAcβ1-6]GalNAcol,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1698,Hex3HexNAc3dHex4,Gal(Fuc)GlcNAc(Fucα1-2)Galβ1-3[Fucα1-2Gal(Fuc)GlcNAcβ1-6]GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
1713,NeuAc1Hex4HexNAc3dHex1,Galα1-3(Fucα1-2)Gal-GlcNAcβ1-3Galβ1-3(NeuAcα2-3Galβ1-4GlcNAcβ1-6)GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
1723,Hex3HexNAc6,HexNAc-Galβ1-4GlcNAcβ1-3(HexNAc-Galβ1-4GlcNAcβ1-6)Galβ1-3(GlcNAcβ1-6)GalNAcol,0.0,0.0,0.0,0.4,0.8,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2
1755-1,Hex3HexNAc4dHex3,Gal(Fuc)GlcNAc-Galβ1-3[GalNAcα1-3(Fucα1-2)Gal-(Fuc)GlcNAcβ1-6]GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0
1755-2,Hex3HexNAc4dHex3,Gal(Fuc)GlcNAc-Galβ1-3[GalNAcα1-3(Fucα1-2)Gal-(Fuc)GlcNAcβ1-6]GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
1770,NeuAc1Hex4HexNAc4,NeuAcα2-3Galβ1-3(Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ1-6)GalNAcol,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1771-1,Hex4HexNAc4dHex2,GalNAcα1-3(Fucα1-2)Gal-GlcNAcβ1-3Galβ1-3[Galα1-3(Fucα1-2)Galβ1-4GlcNAcβ1-6]GalNAcol,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.1
1771-2,Hex4HexNAc4dHex2,Galβ1-3[Gal(Fuc)GlcNAc-Gal-GlcNAc-Gal(Fuc)GalNAcβ1-6]GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
1771-3,Hex4HexNAc4dHex2,Galα1-3(Fucα1-2)Gal-GlcNAcβ1-3Galβ1-3[GalNAcα1-3(Fucα1-2)Galβ1-4GlcNAcβ1-6]GalNAcol,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1771-4,Hex4HexNAc4dHex2,Fucα1-2Gal-GlcNAc-Gal[Gal(Fuc)GlcNAc-Gal-GlcNAcβ1-6]GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
1771-5,Hex4HexNAc4dHex2,Fucα1-2Galβ1-4GlcNAcβ1-3(Fucα1-2)Galβ1-3(Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ1-6)GalNAcol,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
1771-6,Hex4HexNAc4dHex2,Fucα1-2Galβ1-4GlcNAcβ1-3Galβ1-3(Fucα1-2Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ1-6)GalNAcol,0.4,0.0,0.0,0.0,0.2,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0
1771-7,Hex4HexNAc4dHex2,Fucα1-2Galβ1-3(Fucα1-2Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ1-6)GalNAcol,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
1812-1,Hex3HexNAc5dHex2,GalNAcα1-3(Fucα1-2)Galβ1-4GlcNAcβ1-3Galβ1-3[GalNAcα1-3(Fucα1-2)Galβ1-4GlcNAcβ1-6]GalNAcol,0.0,0.6,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0
1812-2,Hex3HexNAc5dHex2,GalNAcα1-3(Fucα1-2)Galβ1-3[GalNAcα1-3(Fucα1-2)Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ1-6]GalNAcol,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1812-3,Hex3HexNAc5dHex2,GalNAcα1-3(Fucα1-2)Gal+Hex2HexNAc3dHex1+GalNAcol,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1828-1,Hex4HexNAc5dHex1,GalGlcNAcβ1-3[Gal(Fuc)GlcNAcβ1-6]Galβ1-3(HexNAc-Gal-GlcNAcβ1-6)GalNAcol,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1828-2,Hex4HexNAc5dHex1,GalNAcα1-3(Fucα1-2)Galβ1-4GlcNAcβ1-3(Galβ1-4GlcNAcβ1-6)Galβ1-3(Galβ1-4GlcNAcβ1-6)GalNAcol,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
1842,NeuAc2Hex3HexNAc3dHex1,NeuAcα2-3Galβ1-3[NeuAcα2-3Galβ1-4GlcNAcβ1-3Gal(Fuc)GlcNAcβ1-6]GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
1843,NeuAc1Hex3HexNAc3dHex3,Fucα1-2Galβ1-3[NeuAcα2-3Gal(Fuc)GlcNAc-Gal(Fuc)GlcNAcβ1-6]GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8
1844-1,Hex5HexNAc5,Galβ1-3(Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ1-6)GalNAcol,0.0,0.0,3.6,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
1844-2,Hex5HexNAc5,Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ1-3Galβ1-3GalNAcol,0.0,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1844-3,Hex5HexNAc5,Gal-GlcNAc-Galβ1-3(Gal-GlcNAc-Gal-GlcNAc-Galβ1-4GlcNAcβ1-6)GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0
1876-1,Hex5HexNAc3dHex3,Galα1-3(Fucα1-2)Gal(Fuc)GlcNAc-Galβ1-3[Galα1-3(Fucα1-2)Gal-GlcNAcβ1-6]GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3
1876-2,Hex5HexNAc3dHex3,Galα1-3(Fucα1-2)Gal(Fuc)GlcNAc-Galβ1-3[Galα1-3(Fucα1-2)Gal-GlcNAcβ1-6]GalNAcol,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
1885,Hex4HexNAc6,HexNAc-Galβ1-4GlcNAcβ1-3(Galβ1-4GlcNAcβ1-6)Galβ1-3(HexNAc-Galβ1-4GlcNAcβ1-6)GalNAcol,0.0,0.0,0.0,0.0,0.0,0.4,0.2,1.4,0.0,3.4,0.0,0.0,0.0,0.1,0.0,0.2,0.0
1917-1,Hex4HexNAc4dHex3,Gal(Fuc)GlcNAcβ1-3[Gal(Fuc)GlcNAcβ1-6]Galβ1-3[Gal(Fuc)GlcNAcβ1-6]GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.0
1917-2,Hex4HexNAc4dHex3,Fucα1-2Gal-(Fuc)GlcNAcβ1-3(Gal-GlcNAcβ1-6)Galβ1-3(Fucα1-2Galβ1-4GlcNAcβ1-6)GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
1917-3,Hex4HexNAc4dHex3,Fucα1-2Galβ1-4GlcNAcβ1-3(Fucα1-2Galβ1-4GlcNAcβ1-6)Galβ1-3[Gal(Fuc)GlcNAcβ1-6]GalNAcol,0.0,0.0,0.0,0.2,0.5,0.0,0.1,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
1917-4,Hex4HexNAc4dHex3,Fucα1-2Gal-(Fuc)GlcNAcβ1-3(Fucα1-2Galβ1-4GlcNAcβ1-6)Galβ1-3(Galβ1-4GlcNAcβ1-6)GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
1917-5,Hex4HexNAc4dHex3,Fucα1-2Galβ1-4GlcNAcβ1-3(Fucα1-2Galβ1-4GlcNAcβ1-6)Galβ1-3[Fucα1-2Galβ1-4GlcNAcβ1-6]GalNAcol,0.0,0.0,0.0,0.4,0.8,0.3,0.0,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4
1958,Hex3HexNAc5dHex3,GalNAcα1-3(Fucα1-2)Gal-GlcNAcβ1-3(Fucα1-2)Galβ1-3[GalNAcα1-3(Fucα1-2)Galβ1-4GlcNAcβ1-6]GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0
1974-1,Hex4HexNAc5dHex2,Gal(Fuc)GlcNAcβ1-3[Gal(Fuc)GlcNAcβ1-6]Galβ1-3(HexNAc-Gal-GlcNAcβ1-6)GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.3,0.9,0.0
1974-2,Hex4HexNAc5dHex2,Gal(Fuc)GlcNAcβ1-3(Gal-GlcNAcβ1-6)Galβ1-3[GalNAcα1-3(Fucαa1-2)Gal-GlcNAcβ1-6]GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0
1974-3,Hex4HexNAc5dHex2,GalNAcα1-3(Fucα1-2)Gal-GlcNAc-(Fucα1-2)Galβ1-3(Gal-GlcNAc-Galβ1-4GlcNAcβ1-6)GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
1974-4,Hex4HexNAc5dHex2,GalNAcα1-3(Fucα1-2)Galβ1-4GlcNAcβ1-3(Fucα1-2Galβ1-4GlcNAcβ1-6)Galβ1-3(Galβ1-4GlcNAcβ1-6)GalNAcol,0.0,0.0,0.0,0.3,0.8,0.3,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1974-5,Hex4HexNAc5dHex2,Fucα1-2Galβ1-3[GalNAcα1-3(Fucα1-2)Gal-GlcNAc-Gal-GlcNAc-Gal-GalNAcβ1-6]GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
1988,NeuAc2Hex3HexNAc3dHex2,NeuAcα2-3Galβ1-3[NeuAcα2-3Gal(Fuc)GlcNAc-Gal(Fuc)GlcNAcβ1-6]GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0
1990-1,Hex5HexNAc5dHex1,Fucα1-2Gal-GlcNAc(Gal-GlcNAc)Galβ1-3(Gal-GlcNAc-Gal-GlcNAcβ1-6)GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-2,Hex5HexNAc5dHex1,Fucα1-2Gal-GlcNAc(Gal-GlcNAc)Galβ1-3(Gal-GlcNAc-Gal-GlcNAcβ1-6)GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-3,Hex5HexNAc5dHex1,Fucα1-2Gal-GlcNAc(Gal-GlcNAc)Galβ1-3(Gal-GlcNAc-Gal-GlcNAcβ1-6)GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-4,Hex5HexNAc5dHex1,Fucα1-2Gal-GlcNAc(Gal-GlcNAc)Galβ1-3(Gal-GlcNAc-Gal-GlcNAcβ1-6)GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-5,Hex5HexNAc5dHex1,Galβ1-3(Fucα1-2Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ1-6)GalNAcol,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-6,Hex5HexNAc5dHex1,Fucα1-2Galβ1-3(Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ1-3Galβ1-4GlcNAcβ1-6)GalNAcol,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2031-1,Hex4HexNAc6dHex1,Gal(Fuc)GlcNAcβ1-3(HexNAc-Galβ1-4GlcNAcβ1-6)Galβ1-3(HexNAc-Galβ1-4GlcNAcβ1-6)GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.4,0.0,0.0,0.0
2031-2,Hex4HexNAc6dHex1,HexNAc-Galβ1-4GlcNAcβ1-3[Gal(Fuc)GlcNAcβ1-6]Galβ1-3(HexNAc-Galβ1-4GlcNAcβ1-6)GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.8,0.0,0.0,0.0,0.4,0.0,0.0,0.0
2031-3,Hex4HexNAc6dHex1,Gal(Fuc)GlcNAcβ1-3(HexNAc-Galβ1-4GlcNAcβ1-6)Galβ1-3(HexNAc-Galβ1-4GlcNAcβ1-6)GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,5.8,0.0,0.0,0.0,0.0,0.2,0.6,0.1
2031-4,Hex4HexNAc6dHex1,HexNAc-Galβ1-4GlcNAcβ1-3[Gal(Fuc)GlcNAcβ1-6]Galβ1-3(HexNAc-Galβ1-4GlcNAcβ1-6)GalNAcol,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,4.9,0.0,0.0,0.0,0.0,0.2,0.4,0.0
2031-5,Hex4HexNAc6dHex1,Fuc+HexNAc-Galβ1-4GlcNAcβ1-3(HexNAc-Gal-GlcNAcβ1-6)Galβ1-3(Galβ1-4GlcNAcβ1-6)GalNAcol,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2062,NeuAc1Hex4HexNAc4dHex2,Gal(Fuc)GlcNAcβ1-3Galβ1-3[NeuAcα2-3Gal(Fuc)GlcNAc-Galβ1-4GlcNAcβ1-6]GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2088,Hex4HexNAc7,HexNAc-Gal-GlcNAcβ1-3(HexNAc-Gal-GlcNAcβ1-6)Galβ1-3(HexNAc-Gal-GlcNAcβ1-6)GalNAcol,0.3,0.0,0.0,0.0,0.0,0.4,0.5,1.5,0.0,3.4,0.0,0.0,0.0,0.6,0.0,0.6,0.2
2120-1,Hex4HexNAc5dHex3,Gal(Fuc)GlcNAcβ1-3[Fucα1-2Gal(Fuc)GlcNAcβ1-6]Galβ1-3(HexNAc-Gal-GlcNAcβ1-6)GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
2120-2,Hex4HexNAc5dHex3,Fucα1-2GalGlcNAcβ1-3(Fucα1-2GalGlcNAcβ1-6)Galβ1-3[GalNAc(Fuc)Gal-GlcNAcβ1-6]GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
2136,Hex5HexNAc5dHex2,Fucα1-2Galβ1-4GlcNAcβ1-3(Fucα1-2Galβ1-4GlcNAcβ1-6)Galβ1-3(Gal-GlcNAc-Gal-GlcNAcβ1-6)GalNAcol,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2282-1,Hex5HexNAc5dHex3,2Fuc+(Gal-GlcNAc)+Gal(Fuc)GlcNAcβ1-3(Gal-GlcNAcβ1-6)Galβ1-3(Gal-GlcNAcβ1-6)GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
2282-2,Hex5HexNAc5dHex3,(Fucα1-2Gal-GlcNAc)3+Galβ1-3(Galβ1-4GlcNAcβ1-6)GalNAcol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0
