"estimate","estimate1","estimate2","statistic","p.value","parameter","conf.low","conf.high","method","alternative","fdr","logFC"
"L28074",-0.485669521651518,-6.90775527898214,-6.42208575733062,-1,0.422649730810374,2,-2.57533681474154,1.6039977714385,"Welch Two Sample t-test","two.sided",0.669037466260369,-51.3567502916424
"L28077",0.4931121837439,-6.41464309523824,-6.90775527898214,1.56669988992718,0.177965696351389,5,-0.315967609146071,1.30219197663387,"Welch Two Sample t-test","two.sided",0.614496945744916,51.384496148601
"L28078",0.605845628719335,-6.3019096502628,-6.90775527898214,1.41337577205995,0.216669147882994,5,-0.496038101830082,1.70772935926875,"Welch Two Sample t-test","two.sided",0.618297046927593,51.770260154701
"L28081",0.394473007192709,-6.51328227178943,-6.90775527898214,1.32245342644204,0.24327654654935,5,-0.372302689148119,1.16124870353354,"Welch Two Sample t-test","two.sided",0.618297046927593,50.986108240851
"L28083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"L28086",-0.854585818074224,-6.66404507560016,-5.80945925752594,-2.98755371707533,0.0284227875680469,5.29687902055449,-1.57767275896308,-0.131498877185364,"Welch Two Sample t-test","two.sided",0.469197884985871,-2.85670863677361
"L28087",-0.21600626531364,-6.75798106294332,-6.54197479762968,-0.546496470585309,0.626660600941741,2.69654590197452,-1.55788774970389,1.12587521907661,"Welch Two Sample t-test","two.sided",0.826246216094157,-1.45068998605152
"L28088",-0.464668345999767,-5.14089691569413,-4.67622856969436,-0.792157893914693,0.454286807624169,6.99587485649204,-1.85188849647493,0.922551804475392,"Welch Two Sample t-test","two.sided",0.694213173555549,-0.776845938813913
"L28089",-0.350348187088387,-5.29724758979791,-4.94689940270952,-0.68394684073068,0.517895688762991,6.42769789450601,-1.58382396307462,0.883127588897841,"Welch Two Sample t-test","two.sided",0.755967514715426,-0.60815824670696
"L28117",-1.56479028391097,-6.20014367389672,-4.63535338998576,-2.23393087932698,0.107820451840554,3.13246412001917,-3.74159089334062,0.612010325518693,"Welch Two Sample t-test","two.sided",0.546267421185169,-3.08002138594685
"L28133",-1.47391897731102,-6.71911412134942,-5.2451951440384,-1.69599444488259,0.220496174685464,2.20052348688367,-4.90489959497261,1.95706164035057,"Welch Two Sample t-test","two.sided",0.618297046927593,-4.36324859985668
"L28134",-1.66256013494374,-6.90775527898214,-5.2451951440384,-1.95978446862435,0.189087844036441,2,-5.31266504061717,1.98754477072968,"Welch Two Sample t-test","two.sided",0.614496945744916,-54.1293950196573
"L28137",-1.67504298606893,-6.81753150153316,-5.14248851546423,-1.880251744385,0.198231695991903,2.0415804457403,-5.43426079461485,2.08417482247699,"Welch Two Sample t-test","two.sided",0.614496945744916,-5.68071649339824
"L28161",-0.560959674261073,-6.47835774473946,-5.91739807047839,-0.898727934410443,0.431970244655025,3.1599143302924,-2.49167345087764,1.36975410235549,"Welch Two Sample t-test","two.sided",0.671742274727859,-1.65769934157777
"L28183",-1.56691558671239,-6.90775527898214,-5.34083969226974,-4.30337413179228,0.0499844736015438,2,-3.13356850137478,-0.000262672050013352,"Welch Two Sample t-test","two.sided",0.481735130125689,-53.9571158387132
"L28184",-1.56691558671239,-6.90775527898214,-5.34083969226974,-4.30337413179228,0.0499844736015438,2,-3.13356850137478,-0.000262672050013352,"Welch Two Sample t-test","two.sided",0.481735130125689,-53.9571158387132
"L28186",-1.06055035975925,-6.62688993014398,-5.56633957038473,-2.14958546420746,0.0978743496549375,4.00892889216598,-2.42917480086806,0.308074081349561,"Welch Two Sample t-test","two.sided",0.541697478626631,-3.12268105834151
"L28190",-0.284591037753884,-5.58340174188347,-5.29881070412959,-0.278322255587634,0.793019737224837,4.52843399367717,-2.99757167802875,2.42838960252098,"Welch Two Sample t-test","two.sided",0.928116248474577,-0.53457058780006
"L28192",-1.94681741060205,-6.70173458079937,-4.75491717019732,-7.66621396869978,0.000129288486946366,6.89341604142653,-2.54919559681525,-1.34443922438885,"Welch Two Sample t-test","two.sided",0.0228194179460335,-5.05573148693819
"L28198",-0.813811401702646,-6.90775527898214,-6.09394387727949,-1,0.422649730810374,2,-4.31535925073977,2.68773644733448,"Welch Two Sample t-test","two.sided",0.669037466260369,-52.3636172184997
"L28208",-0.52406050751627,-6.90775527898214,-6.38369477146587,-1,0.422649730810374,2,-2.77891088073504,1.7307898657025,"Welch Two Sample t-test","two.sided",0.669037466260369,-51.4965223466567
"L28210",1.11232968494114,-5.58925847366481,-6.70158815860594,2.29230822732295,0.0576033709954782,6.63994350293728,-0.0478253385107535,2.27248470839303,"Welch Two Sample t-test","two.sided",0.481735130125689,3.57985779912165
"L28211",-0.67138952943341,-5.75156758338047,-5.08017805394706,-1.20461968369996,0.274168051731727,5.93642816165557,-2.03871315272785,0.695934093861032,"Welch Two Sample t-test","two.sided",0.649539075579192,-1.26085012451446
"L28218",0.0367734872278653,-4.8307573832992,-4.86753087052707,0.060449787082647,0.953739139375517,6.0683741271977,-1.44770308828582,1.52125006274155,"Welch Two Sample t-test","two.sided",0.984414959647829,0.0608154341969571
"L28227",-0.718324669780766,-6.90774873341891,-6.18942406363815,-1.00005521944365,0.422628477408457,2.00000000033217,-3.80885561316816,2.37220627360663,"Welch Two Sample t-test","two.sided",0.669037466260369,-17.2928196991148
"L28237",-0.600461743454416,-6.49446537643625,-5.89400363298184,-0.830070949003213,0.452846814805947,4.02952768761714,-2.60311239412514,1.4021889072163,"Welch Two Sample t-test","two.sided",0.694213173555549,-1.77862305783672
"L28241",0.0513052331143484,-5.24437324609365,-5.295678479208,0.149823510439941,0.886577438894298,5.16693260536967,-0.820473596019215,0.923084062247912,"Welch Two Sample t-test","two.sided",0.951550543510377,0.0918851035996814
"L28243",-0.289826232619259,-5.58550471182726,-5.295678479208,-0.651869629334936,0.542724000007193,5.09891493740186,-1.42609005862492,0.846437593386398,"Welch Two Sample t-test","two.sided",0.770839726044846,-0.544352505865264
"L28271",-1.09373414492923,-6.90775527898214,-5.81402113405291,-1.8795698362839,0.200926630642511,2,-3.59747628499468,1.41000799513623,"Welch Two Sample t-test","two.sided",0.614496945744916,-53.023646288614
"L28272",-1.09373414492923,-6.90775527898214,-5.81402113405291,-1.8795698362839,0.200926630642511,2,-3.59747628499468,1.41000799513623,"Welch Two Sample t-test","two.sided",0.614496945744916,-53.023646288614
"L28273",-1.09373414492923,-6.90775527898214,-5.81402113405291,-1.8795698362839,0.200926630642511,2,-3.59747628499468,1.41000799513623,"Welch Two Sample t-test","two.sided",0.614496945744916,-53.023646288614
"L28274",-1.09373414492923,-6.90775527898214,-5.81402113405291,-1.8795698362839,0.200926630642511,2,-3.59747628499468,1.41000799513623,"Welch Two Sample t-test","two.sided",0.614496945744916,-53.023646288614
"L28280",0.247708546959881,-5.98935774092611,-6.23706628788599,0.463120344130462,0.658103569060603,6.62558844318967,-1.03168866243103,1.52710575635079,"Welch Two Sample t-test","two.sided",0.844765672285064,0.655569786603493
"L28282",-0.415205305198254,-6.7017411263626,-6.28653582116434,-0.634396455268915,0.579972667166864,2.45223631291669,-2.78770391962782,1.95729330923131,"Welch Two Sample t-test","two.sided",0.796616153735032,-1.91244051382259
"L28295",0.597986229442914,-6.0801441827772,-6.67813041222011,0.696242928980167,0.513580754155867,5.71477742871431,-1.52929658567561,2.72526904456144,"Welch Two Sample t-test","two.sided",0.755967514715426,2.31880263774389
"L28298",-0.748001731296049,-6.90775527898214,-6.15975354768609,-1,0.422649730810374,2,-3.96639342231432,2.47038995972222,"Welch Two Sample t-test","two.sided",0.669037466260369,-52.1883762097105
"L28308",-0.560691593281753,-5.86897430105259,-5.30828270777084,-0.931519371045674,0.38259140621289,6.99942375895152,-1.98400828165165,0.862625095088147,"Welch Two Sample t-test","two.sided",0.669037466260369,-1.11350109421333
"L28317",0.585850478197613,-5.26083915028923,-5.84668962848685,0.699568942253421,0.518255350031539,4.55981712585244,-1.6309032133286,2.80260416972382,"Welch Two Sample t-test","two.sided",0.755967514715426,1.14931105486083
"L28318",0.106617306883113,-6.45835963368447,-6.56497694056758,0.217882800715125,0.834976837142412,5.80481023981317,-1.1005657048909,1.31380031865713,"Welch Two Sample t-test","two.sided",0.932743112377441,0.472681920533996
"L28325",-0.114706691871872,-6.68244402577419,-6.56773733390232,-0.281217041866715,0.793023094852938,3.84543789617229,-1.26538116753634,1.0359677837926,"Welch Two Sample t-test","two.sided",0.928116248474577,-0.680327617039301
"L28332",-0.327316243161038,-6.90775527898214,-6.5804390358211,-1,0.422649730810374,2,-1.73564437028922,1.08101188396714,"Welch Two Sample t-test","two.sided",0.669037466260369,-50.6655160251646
"L28360",-0.0355291601237209,-6.04691054546863,-6.01138138534491,-0.0460866560110569,0.964798146325532,5.75650566619157,-1.94141592219603,1.87035760194859,"Welch Two Sample t-test","two.sided",0.98717027725482,-0.087681982091996
"L28371",-1.01620718850218,-6.90775527898214,-5.89154809047996,-1.80407611458023,0.212988133385415,2,-3.43982257715627,1.40740820015191,"Welch Two Sample t-test","two.sided",0.618297046927593,-52.8519997931287
"L28383",-0.617261514397046,-6.90775527898214,-6.29049376458509,-1.58676016089165,0.253469746899471,2,-2.29102545512853,1.05650242633444,"Welch Two Sample t-test","two.sided",0.62569804654205,-51.8062607345563
"L28405",-0.245625013520449,-6.73405067215921,-6.48842565863876,-0.541162614210003,0.629632385635491,2.7133241919818,-1.78038157774157,1.28913155070067,"Welch Two Sample t-test","two.sided",0.826246216094157,-1.45737093026713
"L28408",-0.270061730739634,-6.90775527898214,-6.6376935482425,-1,0.422649730810374,2,-1.43204357370739,0.891920112228117,"Welch Two Sample t-test","two.sided",0.669037466260369,-50.3447667253485
"L28409",-0.588898358582692,-6.90775527898214,-6.31885692039944,-0.999999999999999,0.422649730810374,2,-3.12272348868349,1.94492677151811,"Welch Two Sample t-test","two.sided",0.669037466260369,-51.7158937450517
"L28410",-0.391544040426151,-6.90775527898214,-6.51621123855599,-1,0.422649730810374,2,-2.07622207478286,1.29313399393056,"Welch Two Sample t-test","two.sided",0.669037466260369,-50.9731054070516
"L28415",0.3190624204944,-6.58869285848774,-6.90775527898214,1.19464273584965,0.2858002922063,5,-0.36748263431124,1.00560747530004,"Welch Two Sample t-test","two.sided",0.659395445417149,50.6223955010526
"L28417",1.11100361886157,-5.3766560315597,-6.48765965042127,1.50714908682039,0.175817004879186,6.94806492699492,-0.634737487699769,2.85674472542291,"Welch Two Sample t-test","two.sided",0.614496945744916,2.79486909713182
"L28419",0.0807539671764852,-6.36725739048562,-6.4480113576621,0.113805454342555,0.91286129849715,6.43334028568434,-1.62756390163348,1.78907183598645,"Welch Two Sample t-test","two.sided",0.961910562296997,0.296545385804773
"L28420",-0.305735462510608,-6.58266293038997,-6.27692746787937,-0.430814739483979,0.694678915915029,3.11547866908322,-2.51758843255055,1.90611750752934,"Welch Two Sample t-test","two.sided",0.876334603529982,-1.1944332775181
"L28525",-0.44297481247878,-5.41872638519922,-4.97575157272044,-0.815537796417404,0.44596022756781,5.99260328959211,-1.7724591280337,0.886509503076143,"Welch Two Sample t-test","two.sided",0.687440874809768,-0.782147592882883
"L28546",-1.30093200997246,-6.22797124762885,-4.92703923765639,-2.20239867122901,0.100112122539743,3.59145224237368,-3.01720897507278,0.415344955127869,"Welch Two Sample t-test","two.sided",0.541697478626631,-2.68219752737495
"L28556",-1.1948230575834,-6.71911412134942,-5.52429106376602,-1.64027543828875,0.226591238184984,2.29314180527994,-3.9746949277618,1.58504881259501,"Welch Two Sample t-test","two.sided",0.618297046927593,-3.84758517435821
"L28557",-1.38346421521612,-6.90775527898214,-5.52429106376602,-1.9663261012703,0.188164031085176,2,-4.41071695740614,1.64378852697391,"Welch Two Sample t-test","two.sided",0.614496945744916,-53.6137315941588
"L28563",-1.38346421521612,-6.90775527898214,-5.52429106376602,-1.9663261012703,0.188164031085176,2,-4.41071695740614,1.64378852697391,"Welch Two Sample t-test","two.sided",0.614496945744916,-53.6137315941588
"L28582",-0.742173207174579,-6.75922309357761,-6.01704988640303,-1.49742401784405,0.252434174804445,2.40478899022686,-2.56510033605188,1.08075392170272,"Welch Two Sample t-test","two.sided",0.62569804654205,-3.16559067771258
"L28587",-0.5999669212622,-6.51736499174059,-5.91739807047839,-0.968311837373556,0.402623712566581,3.08025627007206,-2.54306504939057,1.34313120686617,"Welch Two Sample t-test","two.sided",0.669037466260369,-1.82515074710433
"L28599",-0.485807560707489,-6.57615427825346,-6.09034671754597,-0.550734270731255,0.624310897272648,2.68338095447052,-3.49008791273312,2.51847279131814,"Welch Two Sample t-test","two.sided",0.826246216094157,-1.68538436077611
"L28602",-0.415205305198254,-6.7017411263626,-6.28653582116434,-0.634396455268915,0.579972667166864,2.45223631291669,-2.78770391962782,1.95729330923131,"Welch Two Sample t-test","two.sided",0.796616153735032,-1.91244051382259
"L28617",-0.387019864822058,-5.6256816468281,-5.23866178200604,-0.764438122966087,0.479067370663084,5.00644734241397,-1.68795053971866,0.913910810074548,"Welch Two Sample t-test","two.sided",0.722695648906277,-0.726014121080723
"L28630",0.107109906967801,-6.54019528655073,-6.64730519351853,0.237767010583731,0.818947960824663,6.92006713681182,-0.960611608211433,1.17483142214703,"Welch Two Sample t-test","two.sided",0.929803024839168,0.578272996971325
"L28634",0.225311253207944,-6.68244402577419,-6.90775527898214,1,0.363217467649122,5,-0.35386976165285,0.804492268068738,"Welch Two Sample t-test","two.sided",0.669037466260369,50.0497850256137
"L28670",-0.0557870921591528,-6.62688993014398,-6.57110283798483,-0.127243088208192,0.903885878855474,4.81918972213029,-1.19564308677645,1.08406890245814,"Welch Two Sample t-test","two.sided",0.958173319026974,-0.303690690398564
"L28699",-0.303945315482249,-6.33582514119635,-6.03187982571411,-0.529069828541095,0.628563791373608,3.49329586814267,-1.99450687497818,1.38661624401369,"Welch Two Sample t-test","two.sided",0.826246216094157,-0.860351690901237
"L28715",-0.317786865677922,-6.54019528655073,-6.22240842087281,-0.4086295919347,0.708559500900646,3.20976729961535,-2.70370777913081,2.06813404777497,"Welch Two Sample t-test","two.sided",0.877557841419686,-1.14810235007317
"L28716",0.371258307348713,-6.53649697163342,-6.90775527898214,1,0.363217467649123,5,-0.583091553850972,1.3256081685484,"Welch Two Sample t-test","two.sided",0.669037466260369,50.8807931338098
"L28722",0.303495639119035,-6.27022308976426,-6.57371872888329,0.575671569218615,0.584008605891659,6.56885005469391,-0.959921293470539,1.56691257170861,"Welch Two Sample t-test","two.sided",0.799050534417658,1.16906716788504
"L28731",0.876537574113898,-6.03121770486824,-6.90775527898214,2.39622699500079,0.0619089430328374,5,-0.0637788362139831,1.81685398444178,"Welch Two Sample t-test","two.sided",0.481735130125689,52.522284972296
"L28737",-0.144016210076017,-6.90775527898214,-6.76373906890612,-0.999999999999998,0.422649730810375,2,-0.763667949487763,0.47563552933573,"Welch Two Sample t-test","two.sided",0.669037466260369,-49.3436511169071
"L28741",-0.0504730584455979,-6.06185444379051,-6.01138138534491,-0.0661082051724723,0.94956381960981,5.66150032133273,-1.94608280680187,1.84513668991067,"Welch Two Sample t-test","two.sided",0.984414959647829,-0.125241125344887
"L28421",-0.150134377111355,-6.17664944849947,-6.02651507138811,-0.243716998852366,0.819750711694381,3.89351894709617,-1.8790841650106,1.57881541078789,"Welch Two Sample t-test","two.sided",0.929803024839168,-0.392148904740969
"L28457",-0.781180454175706,-6.79823034057874,-6.01704988640303,-1.60944589066067,0.236608646777878,2.21780467226522,-2.68483208290739,1.12247117455598,"Welch Two Sample t-test","two.sided",0.618297046927593,-3.63384956204818
"L28458",-0.781180454175706,-6.79823034057874,-6.01704988640303,-1.60944589066067,0.236608646777878,2.21780467226522,-2.68483208290739,1.12247117455598,"Welch Two Sample t-test","two.sided",0.618297046927593,-3.63384956204818
"L28462",-1.26515473253951,-6.90775527898214,-5.64260054644263,-3.82983659479661,0.061913080971607,2,-2.68650035102161,0.156190885942592,"Welch Two Sample t-test","two.sided",0.481735130125689,-53.3811107895532
"L28463",-1.26515473253951,-6.90775527898214,-5.64260054644263,-3.82983659479661,0.061913080971607,2,-2.68650035102161,0.156190885942592,"Welch Two Sample t-test","two.sided",0.481735130125689,-53.3811107895532
"L28465",0.313859874962839,-6.1022711982463,-6.41613107320914,0.406131743648304,0.697592134821317,6.54592583750638,-1.53954267001575,2.16726241994143,"Welch Two Sample t-test","two.sided",0.876334603529982,0.962994927833874
"L28475",0.763613949999193,-5.93797420860675,-6.70158815860594,1.75914282611472,0.122711726256655,6.87811107593434,-0.266528131891405,1.79375603188979,"Welch Two Sample t-test","two.sided",0.553649360922853,2.83821924569454
"L28477",-0.455889104172468,-5.75156758338047,-5.295678479208,-0.856621737077249,0.430279412125419,5.06899526747038,-1.81835600553094,0.906577797186002,"Welch Two Sample t-test","two.sided",0.671742274727859,-0.881888877242435
"L28493",-0.115714053458372,-6.43295544229713,-6.31724138883876,-0.172569054452577,0.873281866676705,3.2173020743216,-2.17039896824282,1.93897086132607,"Welch Two Sample t-test","two.sided",0.947592606524868,-0.405496541149256
"L28505",-0.0557870921591528,-6.62688993014398,-6.57110283798483,-0.127243088208192,0.903885878855474,4.81918972213029,-1.19564308677645,1.08406890245814,"Welch Two Sample t-test","two.sided",0.958173319026974,-0.303690690398564
"L28508",-0.415205305198254,-6.7017411263626,-6.28653582116434,-0.634396455268915,0.579972667166864,2.45223631291669,-2.78770391962782,1.95729330923131,"Welch Two Sample t-test","two.sided",0.796616153735032,-1.91244051382259
"L28511",-0.647253268973283,-6.90775527898214,-6.26050201000885,-0.999999999999999,0.422649730810374,2,-3.43215931356044,2.13765277561388,"Welch Two Sample t-test","two.sided",0.669037466260369,-51.8986084209503
"L28514",0.19288014273792,-6.71487513624422,-6.90775527898214,1,0.363217467649123,5,-0.302934048639116,0.688694334114956,"Welch Two Sample t-test","two.sided",0.669037466260369,49.8013615065364
"L28515",0.590053545072687,-6.31770173390945,-6.90775527898214,1.56918139417072,0.177398092402426,5,-0.376552948383887,1.55666003852926,"Welch Two Sample t-test","two.sided",0.614496945744916,51.7196356602635
"L28516",-0.524201150645434,-6.6145478681914,-6.09034671754597,-0.603636686310839,0.595824684939987,2.53102323658785,-3.60139517834153,2.55299287705066,"Welch Two Sample t-test","two.sided",0.802771426655783,-1.89204593757023
"L28517",-0.293421737419603,-6.45653367934948,-6.16311194192987,-0.60540248595767,0.575538578166798,4.28245949473766,-1.60479608982701,1.0179526149878,"Welch Two Sample t-test","two.sided",0.796616153735032,-0.955333483711416
"L28518",-0.150866623677234,-6.71584356424482,-6.56497694056758,-0.414868249683257,0.710995871518499,2.51757024944103,-1.44432010027064,1.14258685291617,"Welch Two Sample t-test","two.sided",0.877557841419686,-0.950503275289878
"L28522",0.107109906967801,-6.54019528655073,-6.64730519351853,0.237767010583731,0.818947960824663,6.92006713681182,-0.960611608211433,1.17483142214703,"Welch Two Sample t-test","two.sided",0.929803024839168,0.578272996971325
"L28761",-0.52912462297398,-6.41661240526157,-5.88748778228759,-0.805991281776685,0.475449454465024,3.224085975311,-2.53857274227565,1.48032349632769,"Welch Two Sample t-test","two.sided",0.720955495306408,-1.48398382176376
"L28770",0.827545127061155,-6.08021015192098,-6.90775527898214,2.1323137871153,0.0861513771355413,5,-0.17009062647896,1.82518088060127,"Welch Two Sample t-test","two.sided",0.541697478626631,52.3990075760409
"L28771",-0.325635129326568,-6.90774873341891,-6.58211360409234,-1.00012181577746,0.422602846678691,2.00000000161658,-1.72655935166728,1.07528909301414,"Welch Two Sample t-test","two.sided",0.669037466260369,-15.8436734093143
"L28773",-0.725763762425305,-6.0214422416333,-5.295678479208,-1.75726162893438,0.137898910954345,5.11466289029611,-1.78031654769559,0.328789022844978,"Welch Two Sample t-test","two.sided",0.593637994718095,-1.49261343123153
"L28746",-0.0344203236529834,-6.65144928518448,-6.61702896153149,-0.0888094014736074,0.932623572681793,5.08771894838537,-1.0255696810579,0.956729033751929,"Welch Two Sample t-test","two.sided",0.974253729227573,-0.207753914665029
