"estimate","estimate1","estimate2","statistic","p.value","parameter","conf.low","conf.high","method","alternative","fdr","logFC"
"667_1",0.301214860139917,0.301214860139917,0,1.57403112201382,0.176293913693026,5,-0.190705177062883,0.793134897342717,"Welch Two Sample t-test","two.sided",0.708818819379898,0.434936729567799
"667_2",0.0157645672725976,0.0157645672725976,0,1.31749472666389,0.244811912080752,5,-0.0149938938107493,0.0465230283559446,"Welch Two Sample t-test","two.sided",0.708818819379898,0.0227660505677729
"675_1",0.126974766308452,0.892068138446452,0.765093372138,0.289479294148775,0.784121372525895,4.87467387078045,-1.00933881520957,1.26328834782647,"Welch Two Sample t-test","two.sided",0.932795462476582,0.183265945970405
"675_2",0.180593753609137,0.720857136327424,0.540263382718287,0.842141912104283,0.429385517640371,6.54886734798232,-0.333657799047619,0.694845306265893,"Welch Two Sample t-test","two.sided",0.712691426186595,0.260680660207287
"692",-0.031093238439838,0.0809384241442605,0.112031662584099,-0.248915661266487,0.813496289229476,4.91287862439348,-0.353917106917605,0.291730630037929,"Welch Two Sample t-test","two.sided",0.932795462476582,-0.0448988317410157
"716_1",0.0874554015721314,0.198503264175966,0.111047862603834,0.469257332139132,0.653477169748002,6.83897487259856,-0.355351382324098,0.530262185468361,"Welch Two Sample t-test","two.sided",0.833936466330023,0.126279680792661
"716_2",0.243777440345574,0.31195982827432,0.0681823879287455,1.39176168234319,0.210218223261107,6.43245285483411,-0.177928696387655,0.665483577078803,"Welch Two Sample t-test","two.sided",0.708818819379898,0.351988285935423
"733_1",-0.0102451734572127,0.0111975863122656,0.0214427597694783,-0.66079276862222,0.533589204420497,5.92257209823029,-0.0483035428119845,0.0278131958975591,"Welch Two Sample t-test","two.sided",0.810451527468868,-0.0147952167194384
"733_2",-0.0720518435193058,0.0798925139011767,0.151944357420483,-0.58256990613029,0.586021949326226,4.88735589813229,-0.392196303802125,0.248092616763514,"Welch Two Sample t-test","two.sided",0.830020064670376,-0.104041511356342
"733_3",0.477160339851477,0.725709865563444,0.248549525711968,1.47005772384271,0.188592819010836,6.44648179918185,-0.303927761005376,1.25824844070833,"Welch Two Sample t-test","two.sided",0.708818819379898,0.688824092109021
"733_4",-0.0451443908429051,0.0861229795718949,0.1312673704148,-0.516145426691602,0.62810287064361,4.91983326286645,-0.271085398015829,0.180796616330019,"Welch Two Sample t-test","two.sided",0.833936466330023,-0.0651880677122874
"733_5",-0.726461981763876,0.865501620133247,1.59196360189712,-2.07746883528561,0.126622457511834,3.09142642437378,-1.82093001247499,0.368006048947236,"Welch Two Sample t-test","two.sided",0.708818819379898,-1.04837671540787
"749_1",-0.243030494425636,1.43794986399086,1.68098035841649,-0.321123738941366,0.77506801185575,2.29296875187066,-3.13139879614877,2.64533780729749,"Welch Two Sample t-test","two.sided",0.931238432155043,-0.350692803394879
"749_2",0.305356018007799,0.639061649693009,0.333705631685211,1.10714196004691,0.309956631782271,6.10209084816404,-0.366788593426593,0.977500629442191,"Welch Two Sample t-test","two.sided",0.708818819379898,0.440807697187385
"790_1",-0.110654635583009,0.144640855669996,0.255295491253006,-0.644151039729623,0.55877953776859,3.54347025424798,-0.612842113759372,0.391532842593353,"Welch Two Sample t-test","two.sided",0.830020064670376,-0.15977177509521
"790_2",0.162478518315793,0.397772783083426,0.235294264767633,1.50957913523874,0.188372673279834,5.29074430194503,-0.109686331191256,0.434643367822842,"Welch Two Sample t-test","two.sided",0.708818819379898,0.234578071119773
"813_1",0.801860769884643,1.04393266549792,0.242071895613275,2.16831433143289,0.0721744890898186,6.14352005444605,-0.0979280916219576,1.70164963139124,"Welch Two Sample t-test","two.sided",0.708818819379898,1.15746550085479
"821",0.159157932000495,0.50356831717532,0.344410385174825,0.588134509020567,0.575881840108871,6.64251017429565,-0.487792463214186,0.806108327215176,"Welch Two Sample t-test","two.sided",0.830020064670376,0.229766884718747
"829_1",0.332787426131314,0.332787426131314,0,1.55135022861634,0.181516394429193,5,-0.218640160600216,0.884215012862844,"Welch Two Sample t-test","two.sided",0.708818819379898,0.480519514638989
"878_1",0.079906377883334,0.172686954158082,0.092780576274748,0.738892509858668,0.485512638847553,6.57306555926612,-0.179218102352887,0.339030858119555,"Welch Two Sample t-test","two.sided",0.765419063362828,0.115381601498823
"878_2",-0.044764717854079,0.611425679824444,0.656190397678523,-0.132672516876196,0.898185730179549,6.99983915592287,-0.842610669798852,0.753081234090694,"Welch Two Sample t-test","two.sided",0.949988167553863,-0.0646161225368322
"878_3",0.0256391774329066,0.0256391774329066,0,1,0.363217467649123,5,-0.0402684263567796,0.0915467812225929,"Welch Two Sample t-test","two.sided",0.708818819379898,0.0370260695782528
"895_1",-0.290783758156,0.188771082828093,0.479554840984093,-2.53562250252788,0.0935533418172958,2.72193892703513,-0.677770546539339,0.0962030302273398,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.419813907775129
"895_2",-0.0217369870891458,0.0998454079960537,0.1215823950852,-0.138165496135434,0.895781028806761,4.74413145252345,-0.432805029458117,0.389331055279825,"Welch Two Sample t-test","two.sided",0.949988167553863,-0.0313879423551546
"895_3",-0.00202277318328029,0.124610670259514,0.126633443442794,-0.0230708625548858,0.982483845197705,5.01347909335249,-0.227220335902208,0.223174789535647,"Welch Two Sample t-test","two.sided",0.982483845197705,-0.00292082085323292
"895_4",-0.020932953030418,0.314277446998608,0.335210400029026,-0.197765226672699,0.850788907371098,5.15700203490776,-0.290549844255236,0.2486839381944,"Welch Two Sample t-test","two.sided",0.936117905454544,-0.0302217095317212
"895_5",0.0945664607093467,0.894351738566485,0.799785277857138,0.369431244105028,0.725459379041877,5.56205536291918,-0.543941717967647,0.733074639386341,"Welch Two Sample t-test","two.sided",0.891595114700322,0.136489094466082
"895_6",0.226198875563179,1.53705060411133,1.31085172854816,0.471076413120303,0.668185118984925,3.16288679338472,-1.25836013701982,1.71075788814617,"Welch Two Sample t-test","two.sided",0.833936466330023,0.326414751653136
"936_1",0.198316167034026,0.198316167034026,0,1.25969221208304,0.263379671536744,5,-0.206376290219236,0.603008624287288,"Welch Two Sample t-test","two.sided",0.708818819379898,0.286369512766994
"936_2",0.100106722528953,0.147524346600455,0.0474176240715017,0.998525230484154,0.351884874279094,6.87054077108403,-0.137866215111785,0.338079660169691,"Welch Two Sample t-test","two.sided",0.708818819379898,0.144554656684758
"936_3",-0.0162724722152051,0.0396838131798432,0.0559562853950483,-0.261366480134934,0.810740784641681,2.99723913929333,-0.214512375105109,0.181967430674699,"Welch Two Sample t-test","two.sided",0.932795462476582,-0.0234986165716894
"936_4",-0.832904501266122,0.571820695007214,1.40472519627334,-1.52159778089911,0.186971531293658,5.14529297252104,-2.22814289676575,0.562333894233504,"Welch Two Sample t-test","two.sided",0.708818819379898,-1.20208768950042
"952_1",-0.210819317096628,0.100823301428825,0.311642618525453,-1.70128592997134,0.188663465773068,2.96046030619089,-0.608177010980289,0.186538376787033,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.304396112875524
"952_2",0,0,0,NA,NA,NA,NA,NA,"Welch Two Sample t-test","two.sided",NA,0
"952_3",0.203433808133926,0.311701172895616,0.10826736476169,2.03700014096372,0.0829280595018722,6.69241208736388,-0.0349377685404663,0.441805384808319,"Welch Two Sample t-test","two.sided",0.708818819379898,0.293731455433345
"952_4",0.319855011946669,0.375545988672634,0.0556909767259654,2.57074311776079,0.0380948045725682,6.75864909718425,0.0235023082346554,0.616207715658682,"Welch Two Sample t-test","two.sided",0.708818819379898,0.461827083363152
"952_5",-0.311828791682003,0,0.311828791682003,-1.48208030365885,0.276522694507508,2,-1.21710430100007,0.593446717636068,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.450260674481983
"952_6",0.0437621858274,0.0437621858274,0,1,0.363217467649123,5,-0.0687320941482553,0.156256465803055,"Welch Two Sample t-test","two.sided",0.708818819379898,0.0631973229308156
"966",0.171973863286096,0.745687026254525,0.573713162968429,0.829478465997136,0.435333772979568,6.71272803248998,-0.322563586514275,0.666511313086468,"Welch Two Sample t-test","two.sided",0.715191198466432,0.248234336830547
"975_1",-0.0741168790135856,0,0.0741168790135856,-1,0.422649730810374,2,-0.3930160708219,0.244782312794729,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.107031214853174
"975_2",0.0546653028121404,0.0546653028121404,0,1.49860448212067,0.194251513769181,5,-0.0391030237376341,0.148433629361915,"Welch Two Sample t-test","two.sided",0.708818819379898,0.0789421845653514
"975_3",0.190109844641204,0.190109844641204,0,1.2890338100283,0.253798689885137,5,-0.189005822929681,0.56922551221209,"Welch Two Sample t-test","two.sided",0.708818819379898,0.274520534693672
"993_1",0.0528857244224892,0.0528857244224892,0,1.51510289822866,0.190177617077705,5,-0.0368422291863762,0.142613678031355,"Welch Two Sample t-test","two.sided",0.708818819379898,0.076372360366827
"993_2",0.129365642483379,0.129365642483379,0,2.16175431657403,0.0830028293238189,5,-0.0244654234123129,0.283196708379071,"Welch Two Sample t-test","two.sided",0.708818819379898,0.186810402715332
"1016_1",0.100070959947085,0.100070959947085,0,1.57125185711272,0.176925865499523,5,-0.0636460092645612,0.263787929158731,"Welch Two Sample t-test","two.sided",0.708818819379898,0.144509391832647
"1040_1",0.159476336374729,0.909860105760406,0.750383769385677,0.493772849526344,0.637964471417279,6.39646198256611,-0.619092055710927,0.938044728460384,"Welch Two Sample t-test","two.sided",0.833936466330023,0.230176182022462
"1040_2",0.0897891693627405,0.6529073997886,0.56311823042586,0.176544747478785,0.871496453221108,2.89320266601013,-1.56310659144735,1.74268493017283,"Welch Two Sample t-test","two.sided",0.941684087037573,0.129608976329925
"1041_2",-0.0433809009418084,0.111902854301381,0.155283755243189,-0.226646350315862,0.831385530892333,4.1671056117879,-0.566502282911899,0.479740481028282,"Welch Two Sample t-test","two.sided",0.936035457857801,-0.062640221763947
"1041_4",0,0,0,NA,NA,NA,NA,NA,"Welch Two Sample t-test","two.sided",NA,0
"1041_5",-0.903247110756164,2.30427116636648,3.20751827712264,-1.90757446160294,0.0998780069827962,6.71532774591776,-2.03260389987709,0.226109678364764,"Welch Two Sample t-test","two.sided",0.708818819379898,-1.30319579289738
"1057_1",-0.0170657928148707,0.066420912968499,0.0834867057833697,-0.159963762155644,0.879698509447341,4.5964960954687,-0.298710977607463,0.264579391977722,"Welch Two Sample t-test","two.sided",0.944209733473479,-0.0246435989352944
"1057_2",-0.0526944462572765,0.300905112247311,0.353599558504587,-0.190505005180128,0.854716348458497,6.51053687260862,-0.716860429251027,0.611471536736474,"Welch Two Sample t-test","two.sided",0.936117905454544,-0.0760768666032801
"1057_3",-0.0633095047614088,0.17726521740911,0.240574722170519,-0.211858183081624,0.841973625817393,4.25909675514388,-0.873462235639747,0.74684322611693,"Welch Two Sample t-test","two.sided",0.936117905454544,-0.091410496946636
"1098_1",0.00838148087139303,0.0360793286354351,0.0276978477640421,0.246720422076772,0.816965326147708,4.10801229160873,-0.0849686812694373,0.101731643012223,"Welch Two Sample t-test","two.sided",0.932795462476582,0.0121036446884878
"1098_2",0.135304858434731,0.394301070434169,0.258996211999438,0.531379397741431,0.613493091278104,6.25397472110285,-0.481668758542977,0.752278475412438,"Welch Two Sample t-test","two.sided",0.830020064670376,0.195344665302286
"1098_3",-0.101279712092839,0,0.101279712092839,-1,0.422649730810374,2,-0.537051141797333,0.334491717611655,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.14625483083138
"1098_4",0.272805439867743,0.325467841610666,0.0526624017429236,1.16212899935288,0.2930736818552,5.50533303610713,-0.314343781522452,0.859954661257937,"Welch Two Sample t-test","two.sided",0.708818819379898,0.393902114522509
"1098_5",0.483710617047747,0.719417602877654,0.235706985829906,2.01454193584191,0.0839846388279065,6.96877524925461,-0.0845742009843963,1.05199543507989,"Welch Two Sample t-test","two.sided",0.708818819379898,0.698284290132202
"1098_6",0.0229860488767971,0.225545448992735,0.202559400115938,0.0920375675338258,0.929373135823461,6.66487323931224,-0.573643590985036,0.61961568873863,"Welch Two Sample t-test","two.sided",0.961193696134461,0.0331886527155004
"1098_7",0.662628459605483,0.662628459605483,0,4.16202718163234,0.00880676645979877,5,0.253370997387401,1.07188592182357,"Welch Two Sample t-test","two.sided",0.708818819379898,0.956670316244929
"1114_1",0.235496517801457,0.616971251700551,0.381474733899094,0.78736077706075,0.45701864339856,6.96613572734041,-0.472450882650912,0.943443918253825,"Welch Two Sample t-test","two.sided",0.740777648744976,0.339956490440231
"1114_2",-0.0723083668554605,0.238910634007874,0.311219000863335,-0.28274907537796,0.799304394411909,2.47652393639204,-0.992696713719889,0.848079980008968,"Welch Two Sample t-test","two.sided",0.932795462476582,-0.104398232426167
"1114_3",0.248422809326843,0.27682243713187,0.0283996278050273,0.892722840808895,0.41211076220835,5.10439042001411,-0.462529049801754,0.959374668455439,"Welch Two Sample t-test","two.sided",0.708818819379898,0.358707085835742
"1121",0.32414278026294,0.32414278026294,0,1.58601877657958,0.173593442237252,5,-0.201220194880097,0.849505755405977,"Welch Two Sample t-test","two.sided",0.708818819379898,0.468038940522924
"1139",0.179195416453935,0.179195416453935,0,1.50553042993277,0.192531130452954,5,-0.1267675009388,0.485158333846671,"Welch Two Sample t-test","two.sided",0.708818819379898,0.258761241041652
"1155_1",0.401733641336279,0.800177821368992,0.398444180032713,2.29828242894386,0.0613182579102349,5.9897455585794,-0.0261575877129275,0.829624870385486,"Welch Two Sample t-test","two.sided",0.708818819379898,0.57989975551607
"1155_2",0.18587584457633,0.18587584457633,0,1.46242408829984,0.203482339877077,5,-0.140848170416444,0.512599859569105,"Welch Two Sample t-test","two.sided",0.708818819379898,0.268407098073422
"1186_1",-0.449137820616874,0.30914696835814,0.758284788975014,-1.02775017762216,0.371769600130926,3.38780761421106,-1.75403405275203,0.855758411518281,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.648352322036308
"1186_2",-0.141264304742156,0.0758437590784238,0.21710806382058,-0.628488580641065,0.586588602940015,2.29282787123122,-0.999132617726944,0.716604008242631,"Welch Two Sample t-test","two.sided",0.830020064670376,-0.203977643674867
"1186_3",-0.186083448244891,0.427524223996231,0.613607672241122,-0.690128209777951,0.524342224894381,4.46237682986949,-0.905091137940957,0.532924241451175,"Welch Two Sample t-test","two.sided",0.810451527468868,-0.268621509283808
"1186_4",-0.344192716521777,0.183358011680256,0.527550728202034,-1.07342630126539,0.382044985274384,2.31641648085766,-1.5580808683258,0.869695435282242,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.49691511472398
"1187",0,0,0,NA,NA,NA,NA,NA,"Welch Two Sample t-test","two.sided",NA,0
"1203_1",-0.0378394559099348,0.0226587293421247,0.0604981852520596,-0.585729850037688,0.605292248562111,2.58015465145362,-0.263717408665708,0.188038496845839,"Welch Two Sample t-test","two.sided",0.830020064670376,-0.0546432163450342
"1203_2",-0.150350118841911,0.039343572034541,0.189693690876452,-2.5158477585349,0.0669889301081924,3.91504337785276,-0.317703530148088,0.0170032924642664,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.217103165174324
"1203_3",-0.0229871255387193,0.0526834245161626,0.0756705500548818,-0.249307281493081,0.815314762469585,4.0300529584414,-0.2782353030444,0.232261051966961,"Welch Two Sample t-test","two.sided",0.932795462476582,-0.0331945438434869
"1203_5",-0.839837613555469,0.551715141723106,1.39155275527857,-1.0717965357413,0.359719971360964,3.11588938515046,-3.28187945141078,1.60220422429984,"Welch Two Sample t-test","two.sided",0.708818819379898,-1.21210190905478
"1243_1",-0.396278383510404,0.219615929091318,0.615894312601722,-1.52277451341382,0.208336804611274,3.68862292092689,-1.14350678527912,0.350950018258313,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.572088065282816
"1244_5",-0.187354991979781,0.0514220622566971,0.238777054236478,-1.40886720852346,0.261970468004198,2.73129391348407,-0.635122887178807,0.260412903219246,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.27053045236558
"1244_6",-0.0353163232660083,0.721026390057175,0.756342713323183,-0.0610293141461598,0.953973351236857,4.46212593102763,-1.5784409022447,1.50780825571269,"Welch Two Sample t-test","two.sided",0.97103275335555,-0.0509750386193231
"1244_7",0,0,0,NA,NA,NA,NA,NA,"Welch Two Sample t-test","two.sided",NA,0
"1260_1",-0.178545304377195,0.0113364180026113,0.189881722379807,-2.56601166194166,0.117783241231651,2.10993222827732,-0.463465444119617,0.106374835365226,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.257819878590091
"1260_2",-0.076043964540316,0,0.076043964540316,-1,0.422649730810374,2,-0.403234736150678,0.251146807070046,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.109813993083117
"1260_4",-0.0627329297696211,0.0288571770261497,0.0915901067957708,-1.07445269893794,0.353621305153933,3.36146086408933,-0.237735594722026,0.112269735182784,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.0905897958716219
"1260_5",0.059133581834166,0.0987599833080315,0.0396264014738655,0.78154435180092,0.460110340835388,6.99552532167162,-0.119802949097062,0.238070112765394,"Welch Two Sample t-test","two.sided",0.740777648744976,0.0853914195886312
"1260_6",0.0810462893054855,0.0810462893054855,0,1.19393529933881,0.286053264542435,5,-0.0934490281960415,0.255541606807013,"Welch Two Sample t-test","two.sided",0.708818819379898,0.117037500067448
"1301_1",0.140008462475531,0.140008462475531,0,1.54161549080125,0.18380401154957,5,-0.0934500183340448,0.373466943285107,"Welch Two Sample t-test","two.sided",0.708818819379898,0.20217817767472
"1301_2",0.0849772570857008,0.0849772570857008,0,1,0.363217467649123,5,-0.133463736420999,0.3034182505924,"Welch Two Sample t-test","two.sided",0.708818819379898,0.122713912023978
"1301_3",0.203074957315926,0.309750652710651,0.106675695394725,1.47427624722731,0.184998860206215,6.82165255133701,-0.124375703047843,0.530525617679694,"Welch Two Sample t-test","two.sided",0.708818819379898,0.293213743358516
"1301_4",0.160437277978298,0.160437277978298,0,1.24870386514949,0.26705177267956,5,-0.169838910027714,0.490713465984311,"Welch Two Sample t-test","two.sided",0.708818819379898,0.2316761123838
"1317_1",0.0469040323585517,0.0469071923435734,3.15998502165971e-06,0.99993263098268,0.363247067476662,5.00000004538279,-0.0736747441849642,0.167482808902068,"Welch Two Sample t-test","two.sided",0.708818819379898,0.0677343851086509
"1317_2",0.0983000051333261,0.0983000051333261,0,1.54289237778624,0.183502354287216,5,-0.0654756484875983,0.262075658754251,"Welch Two Sample t-test","two.sided",0.708818819379898,0.141952128311688
"1331",0.235738672229015,0.785922215791097,0.550183543562081,0.353588818694123,0.736032845312409,5.85345295849582,-1.4055761649585,1.87705350941653,"Welch Two Sample t-test","two.sided",0.895199581261749,0.340273878462963
"1332_2",-0.0347119047837328,0.0228134289127976,0.0575253336965304,-0.560919837897987,0.618704659968368,2.65233310689897,-0.247095131024288,0.177671321456822,"Welch Two Sample t-test","two.sided",0.830095418790894,-0.0501268485032298
"1332_3",0.0319243249108471,0.3153937846217,0.283469459710853,0.0936218772646186,0.930046240095519,3.87780255297849,-0.926704415571435,0.990553065393129,"Welch Two Sample t-test","two.sided",0.961193696134461,0.0460912313224651
"1348",-0.0946337737200567,0,0.0946337737200567,-1,0.422649730810374,2,-0.501810038543151,0.312542491103038,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.136658067211271
"1349",-0.0522081563999795,0,0.0522081563999795,-1,0.422649730810374,2,-0.276841723049538,0.172425410249579,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.0753939079756689
"1365",-0.0699523378594992,0.0786730014153803,0.14862533927488,-0.415978349019805,0.703932776624863,3.17801233037465,-0.588558054648094,0.448653378929095,"Welch Two Sample t-test","two.sided",0.871793669512331,-0.101010068006391
"1389_1",-0.0671007377315544,0,0.0671007377315544,-1,0.422649730810374,2,-0.355811910100429,0.221610434637321,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.0968996217146226
"1389_2",-0.0323304413569666,0,0.0323304413569666,-1,0.422649730810374,2,-0.171437103115524,0.106776220401591,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.0466889096608586
"1405",0.0777375263162734,0.0777375263162734,0,1,0.363217467649123,5,-0.122093146779639,0.277568199412186,"Welch Two Sample t-test","two.sided",0.708818819379898,0.112259550823499
"1406_1",-0.172859439670583,0,0.172859439670583,-1,0.422649730810374,2,-0.91661357963218,0.570894700291014,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.249612686812599
"1406_2",0.12042847163104,0.206926807196675,0.0864983355656347,0.536960462418289,0.609413619326445,6.41068410368385,-0.419949786518704,0.660806729780785,"Welch Two Sample t-test","two.sided",0.830020064670376,0.173891812629178
"1406_4",0.0756884208870496,0.0756884208870496,0,1.82984811741143,0.126792436776972,5,-0.030639136055481,0.18201597782958,"Welch Two Sample t-test","two.sided",0.708818819379898,0.109300576110881
"1406_8",-0.181178213721491,0,0.181178213721491,-1.57697503666266,0.255518294267439,2,-0.675508762852856,0.313152335409873,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.261624203727786
"1406_9",-0.0916351481123875,0.161776483673713,0.253411631786101,-0.554601747184604,0.612145211901717,3.55945931479032,-0.573661817685184,0.390391521460409,"Welch Two Sample t-test","two.sided",0.830020064670376,-0.132309117460305
"1447",0.427316372678979,0.502096213963597,0.0747798412846189,1.60131703253273,0.162268626605447,5.78350781231255,-0.231620463385483,1.08625320874344,"Welch Two Sample t-test","two.sided",0.708818819379898,0.6169531081202
"1463_1",-0.0560833768051536,0.12658412367502,0.182667500480174,-0.279194608151456,0.798970471744874,2.87441699444931,-0.711453797015603,0.599287043405296,"Welch Two Sample t-test","two.sided",0.932795462476582,-0.0809805976704321
"1463_2",0.0628917283119111,0.0628917283119111,0,1.10765212192808,0.318430774250973,5,-0.0830641464702892,0.208847603094111,"Welch Two Sample t-test","two.sided",0.708818819379898,0.0908216091643788
"1477_1",-0.300740853573799,0.243814363991331,0.54455521756513,-0.506816579973525,0.649714449566392,2.78080187344996,-2.27624810599607,1.67476639884847,"Welch Two Sample t-test","two.sided",0.833936466330023,-0.434171174952739
"1477_2",0.175491990230982,0.175491990230982,0,1.4113081258014,0.217242525970431,5,-0.144152256223892,0.495136236685857,"Welch Two Sample t-test","two.sided",0.708818819379898,0.253413847994646
"1479_1",0.234896656295896,0.411161488117252,0.176264831821356,1.02936301426278,0.337666798322758,6.97687767529353,-0.305064179664435,0.774857492256227,"Welch Two Sample t-test","two.sided",0.708818819379898,0.339137647503226
"1479_2",0.281469792143169,0.395581237441039,0.114111445297871,1.05130091223404,0.329829615799851,6.64730604885327,-0.358495817682952,0.921435401969289,"Welch Two Sample t-test","two.sided",0.708818819379898,0.406391083209556
"1479_3",-0.163827136150327,0,0.163827136150327,-1,0.422649730810374,2,-0.86871841071457,0.541064138413915,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.236570806058789
"1479_4",0.344148135751911,0.375523114675956,0.0313749789240447,0.913267898363529,0.402446731676824,5.06943220044084,-0.620551228106656,1.30884749961048,"Welch Two Sample t-test","two.sided",0.708818819379898,0.496908249108979
"1494",-0.0725114593580657,0,0.0725114593580657,-1,0.422649730810374,2,-0.384503087903164,0.239480169187033,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.104712929474319
"1511",-0.0671051530948499,0,0.0671051530948499,-1,0.422649730810374,2,-0.355835323238661,0.221625017048962,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.0969059976995297
"1520_1",-0.131440925864086,0,0.131440925864086,-1,0.422649730810374,2,-0.696985584333994,0.434103732605821,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.189807034024893
"1520_2",-0.0390764440562248,0,0.0390764440562248,-1,0.422649730810374,2,-0.207208812743642,0.129055924631193,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.0564307344627648
"1535",-0.0217517326711125,0,0.0217517326711125,-1,0.422649730810374,2,-0.115341884625255,0.0718384192830301,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.0314121898753042
"1551_2",-0.0465821160735782,0.0280824282905183,0.0746645443640965,-0.583947794555495,0.606244178368665,2.58517862999565,-0.325124989199713,0.231960757052557,"Welch Two Sample t-test","two.sided",0.830020064670376,-0.0672676928256572
"1552_5",0.073251925068541,0.258745170258561,0.18549324519002,0.346649432088321,0.739512697564054,6.6825186873966,-0.431279514120249,0.57778336425733,"Welch Two Sample t-test","two.sided",0.895199581261749,0.105764906641647
"1609_5",-0.0174661557862874,0,0.0174661557862874,-1,0.422649730810374,2,-0.0926169586583864,0.0576846470858115,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.0252233406770663
"1625_2",-0.0820975779728355,0.0115595606197089,0.0936571385925444,-0.869974415408308,0.473682258331259,2.06120695792758,-0.476791422558897,0.312596266613226,"Welch Two Sample t-test","two.sided",0.755077659320125,-0.118554278812937
"1666_1",-0.144229954035917,0,0.144229954035917,-1.51422490167081,0.269170349719554,2,-0.554057717903449,0.265597809831614,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.208273790670967
"1666_2",-0.0922572420745018,0,0.0922572420745018,-1.63689464021373,0.243298622329461,2,-0.334759639418281,0.150245155269278,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.133226331208218
"1666_4",0.185643480394871,0.185643480394871,0,2.08823853682961,0.0911034252910448,5,-0.0428801054842927,0.414167066274035,"Welch Two Sample t-test","two.sided",0.708818819379898,0.268071588789694
"1682",0,0,0,NA,NA,NA,NA,NA,"Welch Two Sample t-test","two.sided",NA,0
"1697_1",-0.113793000294217,0,0.113793000294217,-1,0.422649730810374,2,-0.603404763636511,0.375818763048077,"Welch Two Sample t-test","two.sided",0.708818819379898,-0.164323916602537
